,text,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment_encoded,sentiment_textblob
8785,sorry hear terrible news thinking x,negative,15,60,3.8333333333333335,5,0,0,0,0,negative
8786,"oh wish dear michael, wish",neutral,9,34,3.25,3,0,0,0,1,neutral
8787,he`s totally ignoring me!! sad! heartbroken,negative,11,54,4.888888888888889,1,0,0,1,0,negative
8788,would macaroni cheese please....no?,neutral,8,51,5.5,3,0,0,0,1,neutral
8789,kewl jb chat awesome. miss lots though cause 2 2 skewl,positive,21,86,3.142857142857143,8,0,2,2,2,positive
8790,gasp!!! love it!!! thank much sharing tim!!,positive,12,57,4.181818181818182,3,0,0,1,2,positive
8791,back heads ,neutral,8,51,6.285714285714286,3,0,0,0,1,neutral
8792,work im ina mood,positive,8,31,3.0,3,0,0,0,2,neutral
8793,tryna 2 sing mic n said noooooooo,neutral,14,56,3.0714285714285716,4,0,1,3,1,neutral
8794,sad  love kelly! <3,negative,10,50,5.125,1,0,0,1,0,positive
8795,let today,neutral,4,16,3.25,0,0,0,0,1,neutral
8796,congrats invisalign! need refitted mine lazy stopped wearing them.,negative,20,99,4.2105263157894735,5,0,0,2,0,negative
8797,"watched prison break special, sad ending",negative,8,47,5.0,2,0,0,0,0,negative
8798,_eleni love too!,positive,5,22,3.6,1,0,0,1,2,positive
8799,read angels & demons? think have? oh beautiful sunny weather provence.,positive,24,117,4.086956521739131,11,0,0,0,2,positive
8800,sent one abrams surrounded weather,neutral,13,58,4.181818181818182,6,0,0,0,1,neutral
8801,hate,negative,6,20,3.0,2,0,0,1,0,negative
8802,morning fella joy work today. plans?,positive,20,79,3.75,9,0,0,0,2,positive
8803,"_o uh, could come visit austin make gigantic moving decision? closer st louis portland.",neutral,21,120,4.761904761904762,6,0,0,0,1,neutral
8804,yup slowly recovering. sucks can`t eat stuff craving right now. gums can`t take it. trip?,negative,25,124,4.166666666666667,8,0,0,0,0,negative
8805,"tried registering website. go, error 4 browsers. firefox, chrome, ie, safari.",negative,21,108,4.4,5,0,1,2,0,neutral
8806,"oh, wow, you`re fast how`s life ? 6 months ya ? xd",positive,18,69,3.466666666666667,1,0,1,1,2,positive
8807,"? today tomorrow taipei, anyone free drink? ",neutral,15,83,6.2727272727272725,3,0,0,0,1,positive
8808,feels dork using wrong ping group,negative,11,52,3.8181818181818183,4,0,0,0,0,negative
8809,wishing babe.. we`d ball,positive,11,50,4.0,6,0,0,0,2,neutral
8810,"part neuroanatomy take-home test. this, iã¯â¿â½m... ",neutral,11,90,8.0,2,0,0,0,1,neutral
8811,little thing links us england,neutral,10,47,4.222222222222222,3,0,0,0,1,negative
8812,work ded tonite tho eeeeeee,neutral,8,35,4.0,2,0,0,0,1,neutral
8813,"thanks r/t, hoping *classy* followers",positive,14,64,4.25,5,0,0,2,2,positive
8814,oh duh....i see .....thank you....,positive,10,46,5.285714285714286,2,0,0,0,2,neutral
8815,using old phone! gosh! miss phone!,negative,10,45,4.0,2,0,0,1,0,positive
8816,isn`t local dish? borrow,neutral,7,32,4.333333333333333,2,0,0,0,1,neutral
8817,"yet ate couple ;) love reeces hard nz, stock bigtime states",neutral,27,108,3.1538461538461537,11,0,0,4,1,positive
8818,"think pays attention type thing, bout hit bush pretend purple.....",negative,25,127,4.12,12,0,0,1,0,neutral
8819,one million,neutral,7,25,2.7142857142857144,4,0,0,1,1,neutral
8820,come guys brazil? we`ll love happened!,positive,14,67,4.153846153846154,6,0,0,0,2,positive
8821,wild oats pinot grigio = v easy drink,positive,9,40,3.5555555555555554,1,0,0,0,2,positive
8822,desperatly hoping dad takes vanessa`s game,positive,10,54,4.5,4,0,0,0,2,negative
8823,getting ready going-away dessert reception colleague who`s grad school.,neutral,15,90,5.066666666666666,6,0,0,0,1,positive
8824,what!?!,neutral,1,7,7.0,0,0,0,0,1,neutral
8825,love hot policemen come work,positive,12,52,3.727272727272727,5,0,0,1,2,positive
8826,*hugs* sorry.. anything do?,positive,10,42,4.125,2,0,0,1,2,negative
8827,"i`ve already done washing, spring step morning",neutral,16,71,4.0,6,0,0,1,1,neutral
8828,pappadeux yummy strawberry lemonade,positive,6,44,6.5,2,0,0,0,2,neutral
8829,"oh no! thats good! pierced bottom lip right side...myself 12th grade, piercings dress code",negative,28,127,4.0,10,0,0,1,0,positive
8830,probably best birthday i`ve ever had. spend favorite people.,positive,17,88,4.235294117647059,6,0,0,1,2,positive
8831,trains turned microwave,neutral,6,34,4.833333333333333,2,0,0,0,1,neutral
8832,hasa lemon cake oven make pork casserole domestic what!,neutral,18,85,4.0,7,0,0,0,1,neutral
8833,straightening hair,neutral,3,21,6.333333333333333,1,0,0,0,1,neutral
8834,kudai pop rock band chile last one taking stage tonight.,neutral,15,74,4.0,5,0,0,0,1,neutral
8835,working till 5....why playing miley cyrus company radio adele?,neutral,15,86,4.8,6,0,0,0,1,neutral
8836,watch tv crazy night 7am work tomorrow i`ll live somehow! least means finish early!,neutral,28,128,3.740740740740741,8,0,0,1,1,negative
8837,dont think ever laughed hard,positive,9,40,3.5555555555555554,4,0,0,0,2,positive
8838,hell raining!! hate rain.,negative,10,45,3.6,6,0,0,0,0,negative
8839,"took kind-of nap, too. tummy hurts.",negative,8,40,4.125,1,0,0,0,0,neutral
8840,"wow, broke toe today stupid piece concrete! lame! job searching sight seeing brittany.",negative,21,110,4.5,7,0,0,1,0,negative
8841,"yea, road-warrior / workaholic lifestyle...",neutral,8,52,6.428571428571429,1,0,0,0,1,neutral
8842,sorry hear bad news. send happy thoughts way find new job soon!,neutral,25,108,3.652173913043478,9,0,0,1,1,negative
8843,cant wait till ur may 22 show!! u better stop hang newcastle ****,neutral,20,82,3.7058823529411766,4,0,1,0,1,positive
8844,molly born birthday!!!! *cue twilight zone music*,positive,11,60,5.0,3,0,0,0,2,neutral
8845,bon voyage birthday brother @ mccarran! cyah vegas july. havent slept yet & class @ 1 .. fun weekend,positive,24,117,4.086956521739131,4,0,1,0,2,positive
8846,"feel way, guess matter always memes.",neutral,19,85,3.7222222222222223,10,0,0,2,1,neutral
8847,transferring 368558682 photos annoying.. want watch,negative,10,62,5.3,2,0,1,1,0,negative
8848,hello twitter,neutral,2,13,6.0,0,0,0,0,1,neutral
8849,busy talking mom bhabhi.. liked cards bro made waiting sis back church..,positive,27,131,4.038461538461538,13,0,0,0,2,positive
8850,"hey info graduation? think mom`s gonna let cp, guys still wanna go!",neutral,28,125,3.6296296296296298,11,0,0,2,1,neutral
8851,"walking dog horseforth park, hangover sunday morning, yay!!",positive,13,74,4.769230769230769,5,0,0,0,2,neutral
8852,im playing hooky work feels gonna hair did! .......i wonder fitzsimmons doing?,positive,23,116,4.2727272727272725,6,0,0,0,2,neutral
8853,"endless set list... long... grueling almost... also, sent gordo`s cell cuz he`s longer communicating internet 140.",neutral,22,137,5.2727272727272725,6,0,0,0,1,negative
8854,"didn`t wake early enough roller blading contrary tributary, flow endlessly",neutral,18,93,4.470588235294118,6,0,0,0,1,negative
8855,oh ok guess next time then!,neutral,9,31,3.2857142857142856,0,0,0,1,1,positive
8856,-hi lady! sorry delayed response. appreciate luv.will t.o month.. hows everything you?,neutral,21,121,5.05,7,0,0,2,1,negative
8857,"girl big hair rock today, black velvet baby ? ",neutral,14,76,4.846153846153846,2,0,0,1,1,negative
8858,"anticipation making cup tea, agreeing. must happen! no, awesome.",positive,22,101,4.0,9,0,0,0,2,negative
8859,omg man i`ll pray ya,negative,8,26,3.1666666666666665,1,0,0,0,0,neutral
8860,"today nice positive fun , several weeks bum days",positive,16,73,3.8666666666666667,5,0,0,0,2,positive
8861,*meow* week ago today road trippin,neutral,13,58,3.8333333333333335,6,0,0,0,1,neutral
8862,hey ruthie girl... u send lovely twitts never respond! hurt... how`s mikey dion?,neutral,21,107,4.578947368421052,5,0,0,0,1,positive
8863,"well thank you! you, importantly?",positive,10,52,4.777777777777778,2,0,0,0,2,positive
8864,feeling sick,negative,4,20,4.25,2,0,0,0,0,negative
8865, thats actually adorable! ooh miss dude,neutral,11,72,6.2,2,0,0,0,1,positive
8866,"no, geek minds think alike.",neutral,7,32,4.333333333333333,1,0,0,0,1,neutral
8867,"lost favorite thing loves always him, story year key chain..",negative,18,89,4.0,8,0,0,0,0,positive
8868,"weird usual, ok... that`s",positive,11,48,3.8,5,0,0,0,2,negative
8869,_78 elaine`s online mommy too. gives advice.,positive,10,56,4.7,1,0,0,0,2,neutral
8870,goin dinner!,neutral,7,24,3.6,3,0,0,0,1,neutral
8871,"lol, luck ;) love vid ybwm",positive,12,51,3.6363636363636362,4,0,0,1,2,positive
8872,thank u,positive,3,8,3.0,0,0,0,0,2,neutral
8873,me! wanted go.,neutral,6,20,3.0,1,0,0,2,1,neutral
8874,haha dreams haha best friends forever! haha. sweet presh bailey zd?b;p,positive,19,90,4.8,3,0,0,0,2,positive
8875,way,neutral,4,10,2.3333333333333335,2,0,0,0,1,neutral
8876,started feeling bad ugh. hate don`t feel good!!,negative,15,71,4.071428571428571,3,0,0,2,0,negative
8877,lol <3 spongebob,positive,4,18,3.75,1,0,0,0,2,positive
8878,ahh dang course better e-mail back fast!,negative,17,71,3.6666666666666665,7,0,0,0,0,positive
8879,morning! ? ,positive,5,38,8.5,0,0,0,0,2,neutral
8880,hahaha bob marley one,neutral,8,31,3.4285714285714284,3,0,0,0,1,positive
8881,new stripey top day!,neutral,4,20,4.25,0,0,0,4,1,positive
8882,wants home,neutral,4,16,3.25,1,0,0,0,1,positive
8883,whyd u feel awful last night?,negative,8,36,4.142857142857143,1,0,0,0,0,negative
8884,"consolation, you`re definitely one hottest gg`s, imho",positive,13,73,5.083333333333333,3,0,0,1,2,neutral
8885,anybody wanna comment me? ,neutral,6,55,10.0,0,0,0,0,1,neutral
8886,: you?,neutral,4,16,3.25,1,0,0,0,1,neutral
8887,feel loop. twitter desktop haven`t listened weekly read engadget ages,negative,22,106,4.0476190476190474,11,0,0,0,0,neutral
8888,"lol girl cannot stop!!! student, can`t afford $14 pop eyeshadows. hooked",neutral,22,98,3.6666666666666665,5,0,0,4,1,positive
8889,want 2 dinna hink it`ll shown elgin n nae1 2 with(n),neutral,19,75,3.1666666666666665,4,0,2,0,1,neutral
8890,upset,neutral,2,11,5.0,1,0,0,0,1,neutral
8891,"ahh, baby cute! happy mother`s day!",positive,10,47,4.222222222222222,3,0,0,0,2,positive
8892,buy one shirts  know want,neutral,12,87,6.333333333333333,6,0,0,0,1,neutral
8893,_man im fully obsessed burritos enchilado style. mom doesnt wanna tho,negative,17,94,4.588235294117647,4,0,0,0,0,negative
8894,misses home farm,negative,5,23,3.8,2,0,0,0,0,neutral
8895,thanks,positive,2,7,6.0,0,0,0,1,2,positive
8896,"_illustrated too! hard argue w/ `cause makes great points, can`t wrap heart around one",neutral,24,123,4.166666666666667,8,0,0,0,1,positive
8897,love charge,positive,5,22,3.6,2,0,0,1,2,positive
8898,"needs stop taking photos people`s cameras! luckily, photos delivered",positive,15,93,5.642857142857143,5,0,0,0,2,positive
8899,morning twitter,neutral,2,15,7.0,0,0,0,0,1,neutral
8900,watched coraline last night. really good. animation excellent creativity inspirational.,positive,17,114,5.764705882352941,5,0,0,0,2,positive
8901,brad paisley+alison krauss- whiskey lullaby...so sad awesome!,neutral,10,70,6.777777777777778,2,0,0,0,1,positive
8902,twitter foking today arg! 1 1/2 hours work till weekend! woooooo,negative,20,95,4.0,8,0,1,0,0,neutral
8903,"yes, really hoped one last gas price story... guess wasn`t meant be!!!",neutral,21,95,3.75,6,0,0,2,1,positive
8904,where`s story?! wanna know! wanna know!,neutral,10,48,4.333333333333333,1,0,0,2,1,neutral
8905,"blue skies? where, still grey hazy window",negative,13,61,4.083333333333333,4,0,0,0,0,negative
8906,happy mother`s sweet mum,positive,7,34,4.0,2,0,0,0,2,positive
8907,looool chips ketchup ya waili 3alaiiik! let`s fish fingers sure baked beans though.,negative,22,117,4.8,6,0,0,1,0,positive
8908,spending mother`s mom.,neutral,5,31,5.4,1,0,0,0,1,neutral
8909,hear u. barley keep followers currently have. tuff mobile device.,negative,21,97,3.85,6,0,0,4,0,neutral
8910,looking forward following journey endeavor subscribed blog,positive,16,90,5.0,7,0,0,0,2,neutral
8911,hates a.c doesn`t work! hot,negative,9,42,3.7777777777777777,3,0,0,0,0,positive
8912,happy star wars day!!!,positive,4,22,4.75,0,0,0,0,2,positive
8913,real bad headache..,negative,4,26,5.75,0,0,0,0,0,negative
8914,hanging goddaughters,neutral,5,33,5.8,3,0,0,0,1,neutral
8915,finished death du jour. school`s out. nerd.,neutral,8,44,5.285714285714286,0,0,0,0,1,neutral
8916,_happy_emox lmao. lucky! 10 minutes foot e school.lol. bus now.,negative,17,94,4.875,4,0,1,0,0,positive
8917,*sigh* always disappoint people way... everyone .. out.. might disappoint everyone else here..,negative,21,117,4.85,5,0,0,1,0,neutral
8918,tired ive walked 6.05 kilometres today,negative,8,44,4.625,2,0,0,0,0,negative
8919,working resume listening rain enjoying circus boy,positive,14,74,4.357142857142857,7,0,0,0,2,positive
8920,always last one office....especially friday,neutral,10,61,5.2,4,0,0,0,1,neutral
8921,app changed wallpaper one several hundred random intervals. hard find wallpapers.,negative,23,124,4.636363636363637,8,0,0,0,0,negative
8922,"lol, bed",neutral,6,21,3.2,2,0,0,0,1,positive
8923,poor wavves. meltdown barcelona. drummer walked out. shoes thrown. hands face.,neutral,16,95,5.0,5,0,0,0,1,negative
8924,want see ephraim zenh tomorrow! lot. find sitter? wtf? everyone plans? saturday night...sigh.,negative,25,136,4.48,11,0,0,0,0,negative
8925,thinks malibu drink lets hit bottle woop woop ****,positive,16,73,3.8666666666666667,6,0,0,0,2,neutral
8926,course lol eat,neutral,8,32,3.5714285714285716,4,0,0,1,1,positive
8927,@_ianne terrance middle left side center. see u,neutral,14,67,3.857142857142857,4,0,0,2,1,negative
8928,"awe man, hope someone turns",positive,9,36,3.5,2,0,0,1,2,neutral
8929,@ irma vep rehearsals. no...not really.,neutral,7,44,5.428571428571429,0,0,0,0,1,positive
8930,heavenly donuts 11:30 night...sounds heavenly match me. siyal8r,neutral,14,80,5.153846153846154,4,0,0,1,1,neutral
8931,need serious cheering,negative,6,31,4.333333333333333,3,0,0,0,0,negative
8932,long hope x,neutral,9,27,2.7142857142857144,3,0,0,1,1,negative
8933,sent fr yesterday.,neutral,7,27,3.5,2,0,0,2,1,neutral
8934,scared waiting call,negative,6,28,4.6,2,0,0,0,0,neutral
8935,r u still there? ? guess want talk,neutral,17,55,2.7857142857142856,5,0,0,1,1,neutral
8936,"_j soo dont wanna work tmrw! ...only half tho hopefully sun stay me! gonna showered, tweet l8rs",positive,29,134,3.7857142857142856,8,0,0,1,2,negative
8937,wow one loves,negative,7,21,3.0,2,0,0,0,0,positive
8938,mon ami since 5 years young loveeee her. foreverrr,positive,12,54,4.3,0,0,1,1,2,positive
8939,oh noes!! melted ice cream = want.,negative,10,42,3.6666666666666665,2,0,0,0,0,neutral
8940,whatever pung ! haha.. dont care. jk,neutral,9,39,3.875,1,0,0,1,1,positive
8941,retweeting`s favorite. #palin,positive,8,36,7.25,1,1,0,0,2,positive
8942,boognish wishes clemmie would nice ,positive,10,98,9.88888888888889,3,0,0,0,2,positive
8943,"geez sorry hear steph, hope things improve soon. know ain`t much sorry",neutral,17,83,4.1875,2,0,0,2,1,negative
8944,ugh unattractive! u might well drink regular glass. really dont,negative,21,102,4.1,9,0,0,0,0,positive
8945,listens msi bakes banana bread. weird she? remarkably much anymore.,negative,16,88,4.5625,5,0,0,1,0,negative
8946,grrr..stupid internet connection ruined great scrabble game,negative,8,61,6.75,1,0,0,0,0,positive
8947,"haven`t replying people seriously, haven`t refreshed twitter while. sorry. thanks.",neutral,20,111,5.411764705882353,5,0,0,2,1,negative
8948,watching role models.. absolutely hilarious,positive,5,43,7.8,0,0,0,0,2,positive
8949,feeling effects spring. sinuses killing,negative,11,59,4.454545454545454,5,0,0,0,0,neutral
8950,done working out....relaxing work,positive,9,54,5.111111111111111,3,0,0,0,2,neutral
8951,"come overhere then, dutch don`t dub might hour #bringtaraback",neutral,15,76,4.769230769230769,3,1,0,0,1,neutral
8952,"admit, bit bummed wasn`t friends walking today....",negative,17,85,4.0588235294117645,7,0,0,2,0,neutral
8953,stuck traffic 91 way costa mesa,negative,12,51,3.3333333333333335,6,0,1,0,0,neutral
8954,"thank approving application twa forum, honey. keep work",positive,17,86,4.375,7,0,0,1,2,neutral
8955,"positive thinker, sure keeping around!",positive,15,68,4.153846153846154,6,0,0,1,2,positive
8956,woke sound neighbor getting new roof,neutral,12,54,3.5833333333333335,6,0,0,0,1,positive
8957,"oh sorry hun (((****)))) fine thanks.....kids driving nuts, hey ho, they`re back school monday!!",neutral,23,123,4.809523809523809,5,0,0,0,1,positive
8958,mother`s day! went lunch celebrate went shopping gift mom,positive,19,94,4.0,9,0,0,0,2,neutral
8959,"think it, states they`ll probably still touring won`t home dammit!",negative,25,119,3.9583333333333335,10,0,0,2,0,neutral
8960,july... long,negative,4,17,4.666666666666667,1,0,0,0,0,negative
8961,oh yes! amazed! nice! next drive it! that`s trust us! haha,positive,22,93,3.4285714285714284,7,0,0,1,2,positive
8962,a rusks tummy aches though :p try fennel camomile tea works. obviously try ...,positive,21,103,4.368421052631579,4,0,0,0,2,positive
8963,tea... mmmm crispy cake headphones!,neutral,11,50,5.0,2,0,0,0,1,neutral
8964,**** hate weather **** sucks! wanted tonight n mess,negative,21,96,3.619047619047619,8,0,0,2,0,negative
8965,tierd.i want talk,negative,5,25,4.2,2,0,0,0,0,neutral
8966,think goes everything thought olympic spirit team gb is/was,negative,16,82,4.466666666666667,5,0,0,2,0,neutral
8967,"thanks asking, sarah glad tomorrow (5th) holiday korea. rest right rain.",positive,29,130,3.7777777777777777,13,0,0,3,2,positive
8968,umm abt comment :p 'i dont this',negative,13,54,3.5,3,0,0,0,0,positive
8969,ur name also naina,neutral,8,26,3.1666666666666665,2,0,0,0,1,neutral
8970,big 2day xt launch amazing! much free stuff thanx 2 edge telecom! found phone want...cnt afford yet tho,positive,27,135,4.037037037037037,8,0,1,0,2,positive
8971,"a im sorry hun im sure didn`t purpose though, seems sweet! maybe 24 hour thing? :s",negative,28,120,3.576923076923077,10,0,1,0,0,positive
8972,adsense exchange rate 1 : 47.060 ($ : inr ),neutral,10,43,3.4,0,0,1,1,1,neutral
8973,"ah sorry hear that, saw pic chi. looks cool beagle ori-pei",negative,20,85,3.6666666666666665,5,0,0,1,0,negative
8974,saw red audi highway. sped uo hoping you. loss,negative,21,81,3.05,8,0,0,2,0,neutral
8975,super bummed whitecaps game plans friends fell through...i need home 7 let sitter,negative,22,113,4.181818181818182,8,0,1,0,0,negative
8976,dave thanks playing happy birthday nkotb. today bday! lonely bday today.,neutral,19,96,4.333333333333333,6,0,0,1,1,positive
8977,"seems everyone us watching x-men now, feel i`ve started revolution feels nice",positive,18,95,4.588235294117647,1,0,0,1,2,positive
8978,"hello, see online, u talk pleeez! fellow bamf. lol",neutral,18,76,3.6875,5,0,0,2,1,positive
8979,wow.. purple leopard skin. fieeerrceee..,neutral,7,42,7.2,0,0,0,0,1,positive
8980,want see tour!,neutral,8,27,2.857142857142857,4,0,0,0,1,neutral
8981,tired hearing stories everybody ibiza...,negative,9,58,5.555555555555555,3,0,0,0,0,negative
8982,_souljaa couldn`t eat 2,neutral,5,25,4.2,0,0,1,1,1,neutral
8983,top cashier work today! woot woot! drink...,neutral,13,64,4.0,6,0,0,0,1,positive
8984,"cruise. wish was, vacation. thanks though",positive,18,87,4.117647058823529,6,0,0,1,2,positive
8985,guys rocked tonight la!! love ya guys cab wait see another awesome show soon,positive,20,94,3.9473684210526314,4,0,0,3,2,positive
8986,"definitely make-up challenged. so, curling lashes `tined` moisturiser? tip come glossary?",neutral,18,115,5.764705882352941,4,0,0,0,1,neutral
8987,earliest i`ve ages! body crying back sleep... must resist! shower trick,neutral,25,123,3.96,11,0,0,1,1,negative
8988,chiro see wrong bum ankle.,negative,13,58,3.5384615384615383,7,0,0,0,0,negative
8989,"arrived office.. preparing busy day, listening debussy.... songs always makes feel better",positive,24,135,4.666666666666667,10,0,0,2,2,positive
8990,"thought i`d check home, 10 minutes ago, downloading update, home square....that`s can`t bothered sony",positive,23,135,4.913043478260869,8,0,1,1,2,neutral
8991,"hahah yeah, problem. tomorrow bday dinner terry 7:30 don`t think we`ll see fight",negative,26,123,3.92,12,0,0,0,0,neutral
8992,mines curly atm want mine straight lmao,neutral,12,49,3.8,3,0,0,0,1,positive
8993,"didn`t it. although, religious thing think i`ll let one slip by...",neutral,20,91,4.0,5,0,0,0,1,neutral
8994,ideas gallore!! rock opera ftw!!!! yes tweets kayleigh writing rock opera. info email us: coatandkay.com,neutral,23,127,5.0,4,0,0,2,1,neutral
8995,gonna irish wedding,neutral,6,30,4.166666666666667,3,0,0,0,1,neutral
8996,"two rooms packed cleaned, three",neutral,8,41,4.25,2,0,0,0,1,neutral
8997,want hands dirty fubumvc.  documentation yet complete,negative,16,103,5.5,7,0,0,0,0,negative
8998,listen back around ...love song. meet tomorrow ^.^ canã¯â¿â½t swimming sorry,neutral,20,100,4.764705882352941,4,0,0,0,1,negative
8999,:20somethin` single,neutral,2,19,9.0,0,0,0,0,1,negative
9000,"inoo thats sed ino u feel coz im love kyle, feel saddo true ha wanna see tuesday",negative,31,127,3.2333333333333334,12,0,0,0,0,positive
9001,_truesdale lmao! mess. im gonna atl weeks,negative,15,63,3.5,7,0,0,2,0,positive
9002,"wow, that`s cool bytheway, love new tv show",positive,12,52,4.1,2,0,0,1,2,positive
9003,think tea somewhere. probably old though.,neutral,12,61,4.545454545454546,2,0,0,2,1,positive
9004,dang internet. . . night. . .,negative,12,51,3.3333333333333335,4,0,0,0,0,neutral
9005,goodness gracious chair broke,negative,5,32,5.6,1,0,0,0,0,neutral
9006,britt came way say `may fourth you` work done,positive,25,101,3.08,14,0,0,0,2,neutral
9007,fire flames dragonforce,neutral,7,41,5.0,2,0,0,0,1,neutral
9008,sounds backstage passes,positive,7,37,5.166666666666667,2,0,0,0,2,neutral
9009,"haha. him,",positive,10,42,3.6666666666666665,4,0,0,0,2,positive
9010,trash repops. getting tomorrow night suppose.,neutral,10,55,5.111111111111111,1,0,0,1,1,neutral
9011,"finished work nd waiting freezing cold drinking mango magic, haha fail t.t mama, wheree yu ? cold",negative,24,123,4.166666666666667,5,0,0,2,0,negative
9012,? ? ? can`t 29...on sugar mountain...(or people tell me...) ? ? ?,neutral,17,76,3.75,2,0,0,0,1,neutral
9013,-thanks hope 2 iv playing dmc4 5 times kinda sick hehe,negative,20,79,3.3333333333333335,6,0,2,0,0,negative
9014,week lonely without gossip girl xoxo,negative,10,53,4.4,3,0,0,0,0,negative
9015,prank calls,neutral,2,11,5.0,0,0,0,0,1,neutral
9016,anyway could forgive me?,negative,8,38,4.428571428571429,3,0,0,0,0,neutral
9017,goin drive-in movie first time,neutral,8,41,4.25,3,0,0,0,1,positive
9018,__diamond brown looks black least red cos would looked period stain :/ <3,neutral,23,107,3.8636363636363638,8,0,0,0,1,positive
9019,hangover,neutral,1,8,8.0,0,0,0,0,1,neutral
9020,thx girl! woke up! cnt believe sick!! fever... wish could pound nyquil sucks.,negative,26,116,3.7916666666666665,4,0,0,4,0,negative
9021,excited see cousins week.,positive,7,36,4.285714285714286,3,0,0,0,2,positive
9022,corrected,positive,4,19,5.333333333333333,1,0,0,1,2,neutral
9023,lovin` new blackberry,positive,4,24,5.25,1,0,0,0,2,positive
9024,"impressive fever! best wishes her, hope nothing serious",neutral,12,65,5.4,1,0,0,0,1,positive
9025,pretty happy things changed past 2 months...definitely best,neutral,15,90,5.066666666666666,7,0,1,0,1,positive
9026,beautiful day... im working leaving sun though,positive,15,73,4.214285714285714,6,0,0,0,2,positive
9027,lol. u ac right? u know getting chill again... n gona rain tmr,neutral,19,82,3.764705882352941,2,0,0,1,1,positive
9028,"back track transcription process. still can`t stop lappy overheating, though",negative,14,91,5.571428571428571,4,0,0,0,0,neutral
9029,happy mother`s well! one!,positive,13,53,3.727272727272727,4,0,0,0,2,positive
9030,maiko`s (keyboards) birthday today! he`s boy. maybe he`ll presents.,positive,14,88,5.357142857142857,2,0,0,0,2,neutral
9031,big cousin shes taking little cousin see hannah montana movie next weekend,positive,20,103,4.2,7,0,0,0,2,negative
9032,that`s way things done. distractions,neutral,11,56,4.6,4,0,0,0,1,neutral
9033,"nnnaaa uhhhh playah! shawty aint nun, maybe ur phone mines wanted hit u left studio",negative,28,123,3.6923076923076925,9,0,0,1,0,neutral
9034,nightmare last night *cry* think scarred life!,negative,14,65,3.7142857142857144,4,0,0,3,0,neutral
9035,handed in. relax bit now.,positive,7,31,3.5714285714285716,1,0,0,0,2,neutral
9036,i`ll miss y`all back... give regards...,negative,9,44,5.142857142857143,1,0,0,0,0,neutral
9037,actually omg apparently relative marc went school lol,neutral,15,80,4.4,7,0,0,0,1,positive
9038,home,neutral,2,7,3.0,1,0,0,0,1,neutral
9039,"bandung, hehe home",neutral,8,34,3.857142857142857,3,0,0,0,1,neutral
9040,_devi thankyou. wont know,positive,7,35,4.142857142857143,3,0,0,0,2,neutral
9041,follow?,neutral,3,9,7.0,0,0,0,0,1,neutral
9042,aweee im sorry deep u know love ya!,neutral,13,48,3.272727272727273,3,0,0,0,1,positive
9043,count,neutral,4,12,3.0,2,0,0,0,1,neutral
9044,nailing webconcepting *in zone*. awarded..,positive,10,63,5.4,4,0,0,1,2,neutral
9045,"malibu make sleepy doesn`t want text drinking, silly him. maybe i`ll ring later ;-)",neutral,23,113,4.136363636363637,7,0,0,0,1,negative
9046,"really cant bothered work tonigh, nice stuck inside",positive,15,77,4.2,6,0,0,0,2,positive
9047,miss you! come michigan now....i can`t wait till july,negative,14,65,4.333333333333333,1,0,0,1,0,neutral
9048,give 2 snaps how`s work going?,neutral,11,42,3.5555555555555554,2,0,1,1,1,neutral
9049,found ride...yes!!! liquor come,positive,8,42,4.375,4,0,0,0,2,neutral
9050, amazing decoration store i`ve ever seen... & almost 2 years,positive,18,110,5.166666666666667,5,0,1,0,2,positive
9051,afraid daughter`s gonna write memoir ungodly mix miles & betty davis eve,negative,23,112,4.090909090909091,7,0,0,0,0,negative
9052,north im boomin!!!.. lol.. fucc club dog rather count million buccz!!!.. ..they call starbuccz ****!!!..,neutral,22,123,4.857142857142857,5,0,0,5,1,positive
9053,already did..,neutral,4,16,4.333333333333333,0,0,0,1,1,neutral
9054,phones lit christmas trees. work people. don`t everything done monday.,neutral,21,111,4.333333333333333,6,0,0,0,1,neutral
9055,coming home tomorrow car full treasures,neutral,9,49,4.555555555555555,3,0,0,0,1,positive
9056,doesn`t wanna dressed adult today.,negative,10,51,4.2,4,0,0,0,0,positive
9057,watchin girl wants mom brittany..,neutral,9,49,4.555555555555555,4,0,0,0,1,positive
9058,"yes, liked much wasn`t even cheesy!",positive,13,55,3.909090909090909,3,0,0,1,2,positive
9059,role models... yinz think!,positive,12,50,4.333333333333333,3,0,0,0,2,neutral
9060,"hav chance win $10, $100, $1000. given free $ plant..have wait till plant grow know anythin!!?!",neutral,31,137,3.566666666666667,14,0,0,0,1,positive
9061,"back. top molar extracted swollen face, numb. toothache sinus pain.",neutral,18,92,4.6875,4,0,0,0,1,negative
9062,can`t even call belgium sucks,negative,11,44,4.25,2,0,0,0,0,negative
9063,"nuuuuu, totally love may, best cos born may",positive,17,71,3.4375,7,0,0,0,2,positive
9064,pups would love to..butt saving lives saturday night although know missing blast,positive,22,103,4.1,4,0,0,6,2,positive
9065,"rain finally arriving, drat. guess means we`ll picnic living room instead wolftrap tonite.",neutral,20,116,4.85,7,0,0,0,1,neutral
9066,working,neutral,2,10,4.5,1,0,0,0,1,neutral
